D4420;D4433;4U27;4U32;L4115;D4428
1089.3;1967.13;12.25;13.4;1.53;1201.64
1098.98;1942.7;12.25;12.68;1.53;1199.97
1085.36;1929.91;12.24;13.04;1.53;1205.72
1083.27;1921.55;12.24;14.9;1.53;1201.28
1091.26;1871.74;12.24;14.84;1.53;1195.31
1080.25;1852.86;12.24;15.05;1.53;1194.45
1084.8;1868.96;11.35;14.87;1.55;1189.92
1083.95;1889.93;11.13;14.86;1.54;1190.66
1087.01;1913.79;11.13;16.08;1.52;1186.57
1091.47;1895.21;10.87;18.53;1.52;1186.55
1082.72;1900.67;10.29;18.43;1.54;1182.82
1077.17;1934.38;10.28;18.41;1.55;1183.07
1073.21;1926.86;10.27;18.38;1.54;1190.48
1066.51;1943.94;10.28;18.37;1.54;1189.95
1073.32;1942.83;10.28;18.36;1.55;1188.68
1077.4;1916.33;10.28;16.47;1.53;1188.37
1072.42;1883.7;8.34;15.97;1.52;1188.55
1075.82;1873.04;6.95;16.79;1.53;1188.79
1073.11;1866.64;5.92;18.76;1.53;1185.66
1078.14;1913.04;5.64;20.88;1.52;1181.38
1072.85;1949.23;5.64;20.75;1.52;1182.52
1080.13;1952.58;5.65;21.05;1.53;1184.1
1067.2;1960.37;5.65;20.99;1.53;1187.09
1077.46;1970.99;5.65;20.92;1.53;1190.36
1092.86;1977.44;5.65;20.94;1.53;1190.16
1087.35;1991.54;5.65;20.89;1.53;1187.53
1088.89;2004.57;5.66;20.92;1.53;1192.29
1082.6;2015.21;5.65;20.93;1.53;1191.61
1088.2;2001.31;5.65;21.06;1.53;1194.55
1086.75;1996.04;5.66;20.9;1.54;1197.4
1083.85;1991.62;5.66;20.92;1.54;1192.7
1074.09;1984.54;5.67;18.27;1.53;1189.12
1074.62;1975.05;5.67;17.54;1.53;1188.47
1084.28;1955.49;5.67;18.54;1.53;1190.05
1076.99;1914.49;5.67;20.24;1.52;1188.35
1076.47;1895.25;5.67;18.15;1.53;1190.72
1088.52;1893.91;5.67;18.16;1.53;1186.6
1092.79;1927.22;5.67;20.68;1.54;1185.33
1089.22;1967.25;5.67;20.49;1.53;1185.94
1085.23;1978.84;5.68;18.76;1.53;1187.34
1079.98;1993.3;5.67;18.76;1.54;1188.61
1071.65;2001.19;5.67;18.74;1.55;1191.17
1081.7;1983.26;5.68;18.78;1.55;1190.38
1077.86;1969.67;5.67;18.8;1.53;1193.46
1070.69;1956.7;5.67;17.75;1.52;1191.17
1060.14;1910.02;5.67;18.1;1.53;1191.74
1062.48;1868.02;5.67;16.1;1.53;1189.47
1054.92;1835.79;4.55;15.46;1.53;1187.81
1058.12;1807.01;2.39;18.16;1.53;1182
1058.04;1800.08;0.38;18.86;1.53;1176.01
1061.55;1814.42;0;21.88;1.53;1171.4
1055.61;1815;0;22.62;1.53;1167.76
1061.91;1851.85;0;21.97;1.52;1165.73
1063.39;1884.03;0;20.65;1.53;1167.73
1058.38;1886.75;0;23.32;1.52;1168.17
1052.82;1885.73;0;24.01;1.52;1166.47
1057.38;1891.63;0;24;1.52;1170.89
1061.97;1919.82;0;22.89;1.52;1169.52
1072.88;1933.58;0;21.3;1.53;1167.9
1069.95;1938.61;0;23.57;1.52;1169.04
1067.21;1965.23;0;23.53;1.52;1167.64
1080.13;1977.83;0;23.63;1.52;1165.69
1084.47;1986.21;0;21.01;1.53;1172.26
1080.68;1998.85;0;21.08;1.54;1174.97
1078.61;2027.23;0;23.64;1.54;1174.02
1072.69;2013.07;0;22.32;1.53;1177.85
1058.82;2008.75;0;20.37;1.53;1179.82
1047.52;1989.36;0;20.71;1.53;1183.77
1052.21;1983.66;0;18.95;1.53;1184.36
1060.03;1969.81;0;19.83;1.53;1181.3
1053.49;1952.15;0;21.88;1.52;1178.69
1055.07;1928.44;0;20.27;1.54;1178.43
1052.33;1914;0;19.85;1.53;1177.24
1050.48;1895.81;0;19.81;1.53;1178.15
1055.96;1900.05;0;21.89;1.54;1177.54
1055.91;1888.79;0;22.15;1.53;1173.35
1056.28;1888.39;0;19.84;1.52;1171.28
1058.13;1885.83;0;20.4;1.53;1169.45
1063.96;1886.86;0;22.66;1.53;1165.64
1070.31;1894.97;0;21.76;1.53;1166.67
1067.85;1900.78;0;19.78;1.52;1166.01
1067.48;1893.34;0;20.69;1.53;1166.7
1061.33;1906.95;0;22.78;1.53;1169.49
1062.51;1927.81;0;20.68;1.52;1169.84
1076.12;1946.95;0;20.16;1.53;1171.43
1079.85;1972.47;0;21.08;1.53;1174.06
1086.24;2000.12;0;23.06;1.53;1175.8
1082.47;2007.62;0;20.94;1.53;1176.96
1080.39;2011.78;0;20.39;1.53;1179.64
1075.56;2021.35;0;20.35;1.53;1186.27
1074.17;2025.95;0;20.4;1.53;1185.16
1079.55;2029.57;0;20.44;1.53;1182.59
1073.63;2018.36;0;20.43;1.53;1183.95
1070.52;2023.51;0.36;20.41;1.53;1185.45
1068.13;2034.98;2.59;23.08;1.52;1190.07
1061.56;2017.06;2.94;21.06;1.52;1194.71
1057.62;2016.19;3.7;20.47;1.55;1199.18
1057.26;2001.09;3.88;20.5;1.53;1197.69
1054.78;1974.21;3.88;20.47;1.52;1198.89
1065.04;1947.1;3.89;20.46;1.53;1197.91
1073.15;1926.54;3.89;20.46;1.52;1192.75
1064.36;1896.42;3.88;20.46;1.52;1184.99
1060.95;1883.03;3.87;18.17;1.53;1183.3
1070.09;1876.4;3.88;16.45;1.52;1180.43
1065.93;1887.78;3.87;15.46;1.52;1177.65
1068.64;1892.27;3.89;14.11;1.52;1179.25
1067.63;1902.73;3.87;12.98;1.53;1175.64
1076.03;1908.36;3.88;11.57;1.54;1174.1
1074.76;1908.89;3.88;11.64;1.53;1179.64
1079.12;1943.25;3.87;13.51;1.52;1181.05
1086.62;1982.83;3.87;11.77;1.54;1179.93
1079.01;1985.16;3.87;11;1.53;1180.58
1080.99;1979.55;3.86;9.45;1.53;1182.03
1077.23;1985.25;3.87;11.21;1.53;1183.47
1083.17;2004.41;3.87;11.03;1.54;1191.42
1090.75;2006.33;3.87;14.41;1.53;1194.35
1088.92;2007.53;3.87;15.64;1.52;1193.88
1091.26;2012.98;4.03;15.21;1.53;1194.87
1093.71;2037.94;4.9;17.92;1.54;1192.65
1096.18;2037.64;6.39;18.5;1.54;1193.67
1098.34;2043.01;7.73;18.46;1.54;1198.54
1093.9;2053;9.78;18.45;1.54;1202.4
1097.21;2067.32;11.87;18.4;1.54;1205.81
1103.62;2055.92;14.07;18.44;1.54;1206.83
1096.95;2057.32;15.14;14.53;1.55;1210.91
1098.37;2065.4;17.27;13.08;1.54;1209.75
1095.53;2051.71;18.74;12.49;1.53;1215.47
1097.11;2036.81;19.93;12.48;1.54;1214.24
1092.36;2006.79;20.24;12.45;1.53;1220.08
1094.88;1977.13;20.24;12.47;1.54;1217.01
1100.07;1962.44;20.23;12.43;1.53;1216.45
1091.19;1925.41;20.24;12.44;1.53;1214.02
1088.74;1870.34;20.23;12.5;1.53;1206.62
1082.99;1829.11;19.86;12.45;1.53;1201.66
1078.36;1808.15;18.19;12.44;1.53;1198.3
1084.09;1791.02;13.72;15.08;1.52;1193.23
1087.93;1791.09;12.16;15.76;1.53;1192.34
1085.79;1811.63;9.21;13.45;1.53;1191.45
1078.77;1808.55;6.59;13.87;1.53;1189.91
1072.79;1822.32;4.53;16.25;1.53;1183.66
1077.26;1847.99;4.06;19.03;1.53;1176.8
1083.97;1882.99;2.96;19.69;1.52;1179.06
1086.36;1916.77;2.94;19.78;1.52;1174.33
1087.67;1963.39;2.95;19.74;1.52;1177.71
1087.17;1993.27;2.94;19.68;1.52;1183.42
1100.62;1999.78;2.94;19.68;1.54;1186.19
1100.23;2053.24;2.95;19.8;1.54;1192.6
1104.15;2076.25;4.54;18.78;1.55;1189.49
1101.36;2068.76;6.79;16.57;1.54;1194.6
1093.96;2050.88;7.72;16.69;1.53;1197.65
1095.32;2046.37;9.75;13.63;1.54;1202.46
1088.43;2033.29;10.82;12.81;1.54;1199.69
1081.56;2014.16;11.93;12.8;1.53;1205.63
1075.32;1980.92;11.91;12.87;1.53;1206.54
1076.56;1953.89;11.91;12.86;1.53;1206.69
1086.14;1926.54;11.91;12.83;1.53;1205.41
1088.64;1874.35;11.92;12.83;1.53;1204.76
1074.08;1869.5;11.9;13.94;1.53;1201.31
1075.19;1855.3;11.52;16.4;1.53;1196.49
1080.86;1845.45;9.91;16.38;1.52;1192.46
1085.8;1865.37;8.54;16.36;1.53;1183.93
1094.39;1902.68;8.29;16.31;1.52;1183.88
1097.36;1958.2;8.3;16.42;1.53;1182.34
1098.38;1983.2;8.29;16.38;1.54;1186.9
1089.24;1987.54;8.29;16.41;1.53;1189.92
1077.54;1978.77;8.29;14.32;1.54;1191.47
1069.25;1952.14;8.3;13.78;1.53;1193.91
1066.9;1934.67;8.3;13.84;1.53;1192.95
1072.5;1899.74;8.24;13.88;1.53;1191.7
1081.64;1865.19;7.24;14.71;1.53;1183.06
1085.44;1837.02;4.65;16.8;1.52;1180.54
1079.25;1866.41;3.27;16.77;1.53;1179.48
1075.76;1900.83;3.26;16.77;1.54;1177.39
1071.58;1907.31;3.26;18.74;1.53;1175.95
1078.3;1919.66;3.26;20.44;1.52;1179.87
1097.44;1947.84;3.24;18.74;1.52;1182.93
1101.99;2000.69;3.25;18.72;1.52;1183.94
1098.25;2034.75;3.25;18.72;1.53;1185.39
1093.69;2050.76;3.73;16.33;1.53;1188.75
1105.7;2047.04;4.8;15.72;1.52;1187.84
1102.84;2044.67;6.2;15.7;1.53;1196.48
1100.46;2027.73;6.9;14.84;1.53;1203.41
1095.21;2008.92;7.74;14.87;1.54;1202.39
1093.16;2021.42;8.74;13.69;1.54;1203.4
1099.2;2018.8;9.27;14.01;1.53;1206.9
1094.27;2015.81;10.31;12.86;1.53;1204.5
1091.92;2019.21;11.53;12.84;1.54;1199.61
1090.24;2002.39;12.37;13.54;1.54;1198.49
1092.37;1984.94;12.36;15.17;1.53;1199.83
1080.63;1959.16;12.37;15.21;1.53;1203.92
1071.08;1925.49;12.35;13.22;1.53;1202.34
1082.09;1881.44;12.34;12.71;1.52;1202.47
1083.41;1851.82;12.33;13.63;1.53;1197.28
1080.11;1833.72;10.49;15.85;1.53;1196.49
1087.82;1806.9;7.79;15.89;1.53;1190.06
1082.34;1835.38;6.24;15.89;1.52;1182.92
1077.39;1885.07;6.23;18.56;1.53;1179.19
1084.86;1904.99;6.23;19.26;1.53;1180.78
1094.6;1912.69;6.24;19.2;1.53;1178.84
1098.88;1957.35;6.23;18.58;1.53;1179.36
1106.82;1974.33;6.23;17.08;1.54;1181.73
1089.13;2003.8;6.23;17.08;1.54;1183.63
1082.13;2038.56;6.23;17.11;1.53;1189.92
1083.22;2053.55;7.42;17.14;1.55;1194.74
1086.57;2023.25;7.72;13.94;1.55;1199.2
1091.18;1992.04;7.72;13.12;1.54;1200.44
1085.52;1971.58;7.72;13.18;1.53;1203.89
1076.27;1955.75;7.72;13.17;1.53;1206.14
1081.67;1925.14;7.7;13.17;1.54;1201.3
1080.67;1913.16;7.71;14.05;1.54;1196.55
1085.98;1902.42;7.7;16.1;1.53;1188.9
1092.4;1941.18;7.7;16.23;1.53;1188.41
1095.47;1926.63;7.7;16.18;1.53;1188.79
1097.36;1929.39;7.7;16.11;1.53;1193.75
1096.17;1951.41;7.7;16.08;1.53;1193.41
1097.92;1956.43;7.71;16.09;1.53;1194.28
1091.09;1944.06;7.71;16.05;1.53;1191.15
1098.02;1933.54;7.7;16.09;1.53;1192.36
1104.05;1973.48;7.71;15.56;1.53;1194.85
1095.39;2010.6;7.83;13.89;1.53;1193.88
1099.91;2009.59;9.13;13.86;1.53;1197.21
1092.98;2011.68;9.72;13.84;1.55;1197.94
1091.88;2010.81;10.67;13.84;1.53;1198.39
1092.63;2009.72;11.64;13.78;1.53;1201.08
1091.24;1999.14;12.29;13.88;1.53;1201.59
1094.22;1975.73;12.28;12.81;1.53;1199.95
1090.92;1981.66;12.28;11.89;1.54;1204.59
1087.65;1972.1;12.28;13.81;1.54;1202.75
1084.65;1957.53;12.28;14.02;1.53;1202.41
1085.78;1920.7;12.28;13.27;1.53;1201.6
1080.35;1877.74;12.27;12.39;1.53;1204.18
1085.29;1831.89;11.86;14.23;1.53;1197.24
1085.88;1833.26;10.92;14.37;1.53;1189.68
1078.59;1891.84;10.91;14.37;1.53;1183.93
1073.76;1920.77;10.91;17.04;1.52;1185.66
1069.27;1887.33;10.75;17.72;1.53;1184.07
1072.91;1867.05;9.07;15.77;1.53;1185.88
1082.63;1860.58;7.62;15.18;1.53;1188.68
1064.52;1865.35;6.3;15.21;1.53;1190.46
1064.07;1880.47;5.68;15.22;1.53;1187.07
1077.54;1866.69;4.49;15.3;1.53;1182.71
1087.18;1888.53;3.68;15.29;1.53;1180.44
1092.05;1902.65;3.69;15.2;1.53;1178.94
1091.84;1905.84;2.96;15.21;1.53;1177.16
1093.52;1931.1;2.75;17.19;1.54;1179.63
1098.16;1950.22;2.77;17.64;1.54;1186.1
1100.32;1994.94;2.77;17.76;1.53;1186.43
1100.93;2032.99;2.77;17.69;1.53;1186.43
1102.79;2045.44;3.06;17.65;1.53;1190.06
1090.67;2059.76;5.39;17.68;1.54;1196.68
1088.53;2064.1;6.42;17.06;1.55;1196.28
1090.72;2049.35;8.4;15.31;1.53;1200.28
1087.49;2031.41;9.69;15.24;1.53;1205.8
1086.98;2009.9;9.68;15.15;1.53;1205.69
1082.24;1983.5;9.69;15.2;1.52;1207.69
1069.35;1961.01;9.68;13.63;1.53;1204.84
1083.14;1935.12;9.69;14.88;1.53;1200.72
1090.52;1923.05;9.68;13.18;1.53;1198.09
1089.15;1935.29;9.69;12.8;1.53;1192.3
1089.62;1945.46;9.69;14.8;1.53;1189.42
1095.37;1947.91;9.69;15.28;1.54;1193.01
1091.82;1929.21;9.68;13.96;1.54;1195.9
1081.21;1919.27;9.69;12.2;1.53;1196.46
1079.9;1911.82;9.69;9.99;1.53;1194.36
1077.33;1913.15;9.67;11.14;1.53;1195.11
1075.12;1887.57;9.68;11.1;1.53;1196.21
1075.25;1859.66;9.63;11.16;1.53;1195.19
1069.97;1850.55;8.87;12.27;1.53;1188.52
1069.91;1831.26;6.28;15.09;1.53;1181.38
1067.5;1824.45;4.78;15.09;1.53;1179.94
1067.3;1817.1;1.98;17.63;1.53;1176.93
1081.92;1820.1;0.32;18.49;1.53;1170.1
1106.72;1872.02;0;20.99;1.54;1167.77
1127.17;1968.34;0;18.76;1.55;1168.75
1135.96;2058.17;0.17;18.14;1.54;1177.9
1153.96;2115.37;2.98;20.63;1.53;1182.4
1160.11;2154.31;6.49;18.4;1.54;1187.03
1154.4;2174.35;11.98;14.25;1.54;1198.98
1151.95;2192.21;17.27;12.27;1.54;1211.83
1143.42;2187.55;21.82;10.97;1.55;1223.73
1150.01;2196.14;26.45;10.5;1.54;1230.95
1142.32;2198.62;31.47;10.33;1.54;1237.08
1143.75;2198.63;36.2;7.85;1.54;1243.2
1122.09;2195.04;40.86;7.3;1.54;1249.19
1108.86;2193.39;45.38;7.32;1.55;1253.9
1110.44;2189.9;50.21;7.29;1.55;1259.14
1096.56;2147.39;53.75;7.26;1.55;1252.58
1095.96;2096.97;54.77;7.52;1.55;1253.18
1094.5;2012.2;57.02;7.29;1.55;1254.35
1084.51;1895.77;56.73;9.49;1.55;1248.46
1072.36;1717.82;51.29;9.32;1.54;1236.65
1076.74;1592.38;40.9;8.53;1.54;1214.42
1077.67;1559.42;32.98;13.13;1.53;1195.13
1083.65;1582.47;24.87;16.16;1.53;1186.02
1071.32;1626.4;18.11;16.65;1.53;1186.22
1075.84;1671.93;15.3;18.43;1.53;1184.36
1076.59;1724.75;11.73;18.83;1.53;1179.89
1080.45;1771.57;8.92;18.79;1.53;1178.73
1087.18;1822.97;8.21;18.83;1.53;1175.48
1090.97;1860.3;8.07;18.02;1.53;1174.66
1089.71;1906.38;7.69;16.1;1.53;1181.15
1080.13;1915.49;7.69;16.09;1.53;1180.37
1079.48;1929.44;7.69;16.1;1.53;1184.48
1083.14;1913.57;7.68;18.17;1.53;1189.52
1087.21;1910.45;7.68;18.08;1.53;1190.56
1087.91;1932.7;7.67;16.56;1.53;1188.06
1092.85;1966.2;7.67;16.58;1.53;1184.87
1084.95;1959.57;7.67;16.57;1.54;1185.35
1087.89;1942.47;7.67;13.44;1.53;1184.95
1097.37;1944.18;7.68;12.71;1.53;1185.59
1099.21;1965.49;7.67;15.63;1.54;1187.31
1091.8;1987.5;7.67;16.31;1.55;1185.92
1081.36;1989.81;7.67;16.38;1.53;1187.85
1066.57;1988.82;7.67;14.37;1.53;1192.07
1074.13;1994.92;7.67;13.86;1.53;1195.87
1084.86;1992.17;7.67;14.05;1.54;1200.12
1078.57;1958.37;7.67;13.8;1.53;1198.16
1080.58;1931.97;7.67;13.84;1.53;1194.8
1093.15;1918.09;7.66;13.9;1.53;1194.09
1099.98;1940.74;7.66;13.92;1.53;1191.31
1107.35;1965.32;7.67;14.76;1.53;1197.37
1106.03;1998.17;7.67;16.82;1.53;1196.84
1097.45;2002.89;7.67;15;1.54;1197.3
1091.17;1990.52;7.67;14.02;1.54;1196.09
1090.88;1994.34;7.66;13.27;1.53;1197.62
1095.3;1991.02;8.04;11.9;1.53;1195.14
1092.87;1991.82;8.15;14.12;1.53;1199.37
1085.49;1994.65;8.49;14.65;1.54;1200.08
1082.23;1992.02;9.13;14.02;1.53;1198.92
1086.85;1968.73;9.11;12.54;1.53;1200.25
1089.15;1966.01;9.11;12.95;1.54;1194.91
1093.18;1939.98;9.12;15.47;1.53;1195.8
1098.35;1921.73;9.11;15.9;1.53;1196.8
1092.59;1912.89;9.11;15.89;1.53;1191.05
1086.37;1948.3;9.11;14.99;1.54;1197.12
1082.3;1945.33;9.1;12.95;1.53;1200.43
1089.05;1934.65;9.1;12.95;1.53;1197.78
1089.05;1931.59;9.11;12.97;1.53;1191.85
1091.85;1914.83;9.1;13.29;1.53;1186.72
1093.74;1944.35;9.11;15.94;1.53;1187.73
1095.19;1965.35;9.11;16.42;1.53;1189.96
1096.29;1946.76;9.11;14.88;1.52;1192.85
1095.02;1955.01;9.11;13.98;1.53;1194.65
1085.78;1983.94;9.11;12.47;1.53;1195.58
1094.85;1968.88;9.1;12.52;1.54;1196.81
1095.21;1947.91;9.11;14.52;1.54;1195.58
1088.99;1932.04;9.1;15.22;1.53;1196.44
1084.9;1926.09;9.1;15.06;1.54;1192.92
1089.45;1922.78;9.11;15.01;1.54;1197.02
1090.2;1947.67;9.11;13.19;1.53;1194.78
1089.94;1921.7;9.12;12.68;1.53;1194.12
1094.46;1923.82;9.1;13.54;1.53;1194.38
1108.96;1911.41;9.11;15.57;1.53;1194.44
1107.41;1958.02;9.1;15.51;1.53;1194.45
1101.85;1988.61;9.1;15.7;1.53;1198.74
1109.01;2021.65;9.36;15.7;1.54;1194.81
1108.68;2029.32;10.39;15.59;1.54;1200.39
1112.89;2035.7;11.78;15.59;1.54;1202.59
1117.46;2046.23;13.09;13.06;1.54;1206.66
1112.7;2058.79;15.87;12.28;1.53;1208.94
1100.48;2048.91;16.87;12.28;1.53;1211.95
1096.78;2039.67;18.65;12.3;1.53;1210.94
1098.32;2002.11;19.75;12.35;1.53;1214.75
1094.26;1967.5;19.75;12.31;1.53;1211.85
1100.18;1927.16;19.74;14.91;1.53;1212.12
1095.11;1884.29;19.74;12.72;1.53;1207.28
1093.4;1860.24;19.73;12.94;1.52;1202.41
1082.84;1861.39;18.98;13.56;1.53;1195.82
1084.61;1863.85;18.43;13.56;1.53;1194.47
1100.33;1880.31;17.6;13.57;1.53;1194.28
1099.89;1869.38;16.45;13.54;1.53;1196.42
1102.41;1867.22;13.68;13.54;1.54;1193.58
1101.39;1910.25;13.3;13.52;1.54;1191.04
1093.81;1941.95;13.29;16.8;1.54;1193.94
1102.36;1989.3;13.29;17.73;1.59;1200.48
1107.39;2005.07;13.29;16.89;1.54;1206.32
1112.98;2034.45;13.29;14.87;1.54;1203.42
1111.77;2035.4;14.38;14.78;1.54;1207.53
1086.27;2009.57;14.65;12.08;1.54;1204.46
1090.37;1968.31;14.66;14.32;1.54;1204.82
1087.82;1924.34;14.65;15.09;1.53;1204.07
1084.69;1893.43;14.65;13.22;1.53;1198.94
1094.03;1880.82;14.64;12.5;1.53;1194.8
1098.14;1868.45;14.64;15.17;1.53;1193.4
1102.17;1872.74;14.46;15.8;1.53;1189.02
1105.1;1915.25;14.06;17.12;1.53;1186.49
1104.86;1971.06;14.06;19.28;1.53;1190.36
1110.14;1987.3;14.06;17.64;1.54;1196.36
1115.27;2021.97;14.06;17.22;1.54;1204.67
1113.47;2020.23;14.06;14.62;1.54;1205.02
1112.38;2010.16;14.06;13.95;1.53;1209.5
1119.15;2014.8;14.88;13.91;1.53;1207.57
1112.62;2034.79;16.39;13.94;1.53;1208.41
1110.42;2028.78;17.46;13.93;1.54;1209.29
1117.26;2027.27;18.9;14.01;1.54;1211.56
1113.41;2043.35;20.63;11.9;1.54;1213.87
1105.18;2043.32;22.13;11.95;1.53;1210.79
1100.46;2019.53;23.26;11.12;1.53;1217.43
1096.43;1954.55;23.25;13.13;1.53;1223.01
1084.37;1876.77;23.25;13.79;1.53;1216.38
1090.55;1791.6;21.23;13.81;1.53;1206.08
1093.7;1788.42;18.07;13.88;1.52;1195.24
1091.72;1808.97;14.93;17.15;1.53;1187.38
1095.7;1854.68;14.34;18.79;1.53;1186.75
1100.85;1883.22;14.34;18.94;1.53;1188.43
1097.85;1906.26;14.33;19.6;1.53;1188.59
1097.64;1938.03;14.32;20.61;1.53;1191.14
1099.38;1965.77;14.32;19.14;1.53;1196.56
1101.39;1969.54;14.32;16.42;1.54;1198.47
1099.03;1952.38;14.33;15.74;1.54;1201.6
1098.44;1953.05;14.32;15.77;1.54;1199.54
1105.23;1947.76;14.32;15.76;1.54;1201.7
1106.58;1949.72;14.33;15.71;1.53;1200.87
1106.76;1953.74;14.32;15.71;1.53;1201.68
1106.36;1959.31;14.32;15.78;1.53;1203.64
1103.22;1972.9;14.32;15.74;1.53;1203.59
1099.87;1996.61;14.33;15.67;1.53;1205.82
1102.58;1994.28;14.32;15.77;1.53;1202.53
1101.99;1996.68;14.31;15.81;1.53;1201.89
1099.94;2006.05;14.31;14.97;1.53;1199.12
1106.09;2000.91;14.32;12.97;1.53;1201.12
1108.99;1977.06;14.32;12.96;1.53;1204.14
1104.24;1959.99;14.32;12.95;1.53;1201.65
1109.29;1948.02;14.32;11.2;1.53;1201.1
1106.37;1947.45;14.31;12.23;1.54;1202.15
1104.33;1956.76;14.31;11.42;1.53;1201.96
1111.67;1932.55;14.32;11.24;1.53;1196.46
1105.34;1932.65;14.31;11.73;1.53;1197.43
1101.18;1926.91;14.31;11.79;1.53;1197.31
1100.83;1926.39;14.32;14.58;1.54;1202.09
1104.22;1946.19;14.32;15.28;1.52;1201.33
1113.71;1948.57;14.32;15.2;1.53;1197.96
1104.95;1957.32;14.33;15.23;1.53;1195.73
1098.61;1957.3;14.31;15.26;1.52;1197.06
1100.7;1954.5;14.32;15.28;1.52;1195.92
1108.61;1964.78;14.31;15.28;1.53;1190.76
1110.88;1936.92;14.32;15.23;1.53;1196.57
1111.71;1950.14;14.31;15.25;1.53;1198.81
1104.27;1971.02;14.32;15.26;1.53;1198
1106.66;1950.13;14.32;15.22;1.53;1196.72
1100.66;1951.84;14.32;15.23;1.53;1197.53
1091.45;1962.12;14.32;15.23;1.54;1198.08
1087.85;1958.51;14.32;14.64;1.53;1196.67
1083.39;1932.01;14.32;13.17;1.53;1201.17
1091.31;1915.52;14.32;13.16;1.52;1203.21
1084.19;1916.46;14.31;14.03;1.53;1199.9
1075.86;1919.07;14.31;15.92;1.53;1198.82
1085.2;1888.59;14.05;15.9;1.53;1197.56
1090.2;1876.65;13.06;15.87;1.53;1196.83
1090.14;1874.08;12.22;14.1;1.53;1193.41
1104.59;1888.6;11.34;13.62;1.53;1192.06
1109.71;1905.24;11.12;14.5;1.53;1190.39
1108.49;1950.09;11.12;16.71;1.54;1184.53
1107.54;1992.74;11.11;16.76;1.53;1185.68
1106;2017.75;11.1;16.74;1.53;1191.38
1102.58;2021.11;11.1;14.86;1.55;1191.14
1105.19;2021.72;11.11;14.43;1.53;1199.1
1103.3;2007.3;11.4;14.42;1.53;1200.99
1099.3;2000.22;11.46;14.36;1.53;1204.33
1093;1990.79;11.46;14.38;1.54;1203.39
1092.41;1969.31;11.46;14.44;1.53;1202.05
1095.42;1933.34;11.46;14.45;1.53;1200.48
1103.11;1915.3;11.47;14.37;1.53;1198.8
1101.04;1916.53;11.47;14.39;1.54;1194.42
1091.58;1909.33;11.47;14.4;1.53;1191.65
1089.1;1881.25;11.46;16.57;1.53;1194.18
1091.9;1875.01;11.47;17.2;1.53;1187.87
1095.65;1891.67;11.46;16.65;1.53;1188.4
1099.72;1919.82;11.46;15.09;1.53;1189.65
1102.73;1956.28;11.47;15.03;1.54;1189.1
1111.86;1979.22;11.46;15.72;1.54;1191.72
1108.33;2012.63;11.47;17.55;1.54;1195.78
1093.51;2003.14;11.46;15.58;1.53;1198.65
1081.2;1984.97;11.46;13.13;1.53;1199.49
1079.95;1975.09;11.47;14.23;1.53;1198.01
1080.09;1935.25;11.46;12.77;1.53;1196.91
1086.55;1911.92;11.46;13.88;1.53;1194.15
1089.07;1862.64;11.46;13.85;1.54;1189.4
1087.97;1857.45;10.79;13.86;1.54;1182.25
1091.5;1882.44;10.61;13.91;1.53;1182.78
1095.31;1893.08;10.62;16.79;1.53;1190.61
1093.79;1917.89;10.62;17.44;1.54;1191.75
1101.17;1935.4;10.62;17.4;1.54;1188.51
1103.81;1935.07;10.62;17.43;1.53;1188.18
1110.04;1937.59;10.62;17.42;1.53;1189.67
1096.81;1944.67;10.62;17.4;1.53;1189.84
1099.44;1941.53;10.63;17.39;1.53;1186.45
1101.64;1951.55;10.62;15.74;1.53;1189.4
1102.99;1952.34;10.62;15.32;1.54;1185.85
1097.32;1956.36;10.62;15.3;1.54;1186.71
1089.56;1948.58;10.61;18.03;1.53;1191.12
1086.5;1962.18;10.61;18.62;1.55;1193.06
1091.09;1958.85;10.62;17.77;1.53;1190.6
1087.08;1958.41;10.62;15.93;1.53;1187.08
1084.21;1951.97;10.61;15.9;1.54;1189.03
1078.42;1955.09;10.61;15.9;1.53;1190.82
1073.61;1964.39;10.61;15.89;1.54;1193.96
1077.73;1942.97;10.62;15.88;1.54;1188.42
1076.64;1913.11;9.95;15.9;1.55;1189.8
1080.01;1906;9.52;16.74;1.53;1189.54
1079.42;1882.95;8.26;18.78;1.53;1185.35
1073.62;1842.58;6.53;18.66;1.54;1182.75
1097.53;1846.33;4.61;18.53;1.53;1181.17
1102.48;1927.17;4.28;18.39;1.53;1181.64
1088.95;2013.22;4.27;20.91;1.53;1181.93
1073.55;2017.26;4.25;20.02;1.53;1188.05
1073.87;1970.05;4.25;19.91;1.53;1192.98
1070.25;1909.06;4.24;19.92;1.53;1188.81
1065.11;1862.45;4.24;19.92;1.53;1184.15
1064.49;1840.24;3.62;19.92;1.52;1180.26
1069.75;1812.21;1.51;19.97;1.52;1170.34
1072.68;1828.32;0;19.92;1.53;1168.95
1072.84;1862.53;0;20.64;1.54;1166.27
1073.24;1896.63;0;22.33;1.53;1164.29
1073.89;1914.01;0;20.72;1.53;1161.59
1087.61;1920.72;0;20;1.54;1159.56
1081.47;1942.24;0;20.14;1.54;1162.49
1082.52;1953.02;0;19.92;1.53;1167.88
1082.03;1953.09;0;21;1.52;1169.2
1085.15;1961.9;0;22.57;1.52;1169.72
1086.92;1994.9;0;20.09;1.52;1171.69
1086.85;2030.63;0;19.83;1.53;1166.48
